      5,594,419  GC Heap bytes
         63,830  GC Heap objects

   Object Bytes     Count  Type
             96        20  MS.Internal.AutomationProxies.WindowsToolbar  [UIAutomationClientsideProviders.dll]
             96        17  System.Windows.Media.TransformCollection  [PresentationCore.dll]
             96        16  Entry<System.String,System.String>[]  [System.Private.CoreLib.dll]
             96        15  System.RuntimeMethodInfoStub  [System.Private.CoreLib.dll]
             96        12  Entry<System.Int32,System.Type>[]  [System.Private.CoreLib.dll]
             96        11  System.Configuration.FactoryRecord  [System.Configuration.ConfigurationManager.dll]
             96         9  MS.Internal.FontCache.FontFaceLayoutInfo  [PresentationCore.dll]
             96         8  System.Windows.RoutedEvent[]  [PresentationCore.dll]
             96         7  ValidatedPartUri  [System.IO.Packaging.dll]
             96         7  Microsoft.Extensions.DependencyInjection.ServiceLookup.ConstructorCallSite  [Microsoft.Extensions.DependencyInjection.dll]
             96         6  System.Resources.ResourceManager  [System.Private.CoreLib.dll]
             96         6  ManifestResourceStream  [System.Private.CoreLib.dll]
             96         6  Entry<System.String,System.Resources.ResourceSet>[]  [System.Private.CoreLib.dll]
             96         5  System.Threading.ReaderWriterLockSlim  [System.Private.CoreLib.dll]
             96         4  Entry<System.String,System.Int16[]>[]  [System.Private.CoreLib.dll]
             96         4  Entry<System.Windows.Controls.ItemsControl+ItemInfo,System.Windows.Controls.ItemsControl+ItemInfo>[]  [System.Private.CoreLib.dll]
             96         3  MS.Internal.TextFormatting.LSRun  [PresentationCore.dll]
             96         3  Entry<System.Int32,System.Collections.Generic.IList<System.Xaml.XamlType>>[]  [System.Private.CoreLib.dll]
             96         3  Entry<System.Globalization.CultureInfo,MS.Internal.Shaping.TypefaceMap+IntMap>[]  [System.Private.CoreLib.dll]
             96         2  Entry<System.Windows.DependencyObject,MS.Internal.ComponentModel.PropertyChangeTracker>[]  [System.Private.CoreLib.dll]
             96         2  Entry<System.Type,System.ComponentModel.TypeConverter>[]  [System.Private.CoreLib.dll]
             96         2  System.Windows.Media.FamilyTypeface  [PresentationCore.dll]
             96         1  NONCLIENTMETRICS  [WindowsBase.dll]
             96         1  ResourceDictionaries  [PresentationFramework.dll]
             96         1  System.Configuration.ClientConfigPaths  [System.Configuration.ConfigurationManager.dll]
             96         1  System.Text.Json.Serialization.JsonConverterFactory[]  [System.Text.Json.dll]
             96         1  Entry<System.String,System.Diagnostics.Tracing.EventSource+OverrideEventProvider>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.String,System.Globalization.CultureInfo>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.String,System.IntPtr>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.String,MS.Internal.Resources.ResourceManagerWrapper>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Int64,System.WeakReference<System.Runtime.Loader.AssemblyLoadContext>>[]  [System.Private.CoreLib.dll]
             96         1  Entry<Windows.Win32.Foundation.HWND,System.Runtime.InteropServices.GCHandle>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Object,System.Collections.Generic.List<Microsoft.Win32.SystemEvents+SystemEventInvokeInfo>>[]  [System.Private.CoreLib.dll]
             96         1  ToolTipNativeWindow  [System.Windows.Forms.dll]
             96         1  ModalMenuFilter  [System.Windows.Forms.dll]
             96         1  Entry<System.UInt32,System.Windows.Media.SolidColorBrush>[]  [System.Private.CoreLib.dll]
             96         1  System.Windows.Controls.PopupControlService  [PresentationFramework.dll]
             96         1  Entry<System.Windows.Media.SolidColorBrush,System.String>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.String,System.Collections.Generic.List<System.Windows.Media.SolidColorBrush>>[]  [System.Private.CoreLib.dll]
             96         1  MS.Internal.ReaderWriterLockWrapper  [WindowsBase.dll]
             96         1  System.Reflection.RuntimeEventInfo  [System.Private.CoreLib.dll]
             96         1  Entry<System.Object,System.ComponentModel.DependencyPropertyDescriptor>[]  [System.Private.CoreLib.dll]
             96         1  Entry<MS.Internal.DpiUtil+HwndDpiInfo,MS.Internal.SecurityCriticalDataClass<MS.Win32.HwndWrapper>>[]  [System.Private.CoreLib.dll]
             96         1  Entry<MS.Internal.DpiUtil+HwndDpiInfo,MS.Win32.HwndWrapperHook>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Reflection.Assembly,System.Windows.SystemResources+ResourceDictionaries>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Object,System.Windows.Input.PenContexts>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Int32,System.Windows.Input.StylusDevice>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Windows.Media.Typeface,MS.Internal.SizeLimitedCache+Node<System.Windows.Media.Typeface,MS.Internal.Shaping.TypefaceMap>>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Windows.Markup.XmlLanguage,System.String>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.Type,System.Attribute>[]  [System.Private.CoreLib.dll]
             96         1  Entry<System.String,System.TimeZoneInfo>[]  [System.Private.CoreLib.dll]
             96         1  System.Threading.TimerQueueTimer  [System.Private.CoreLib.dll]
             90       123  System.Char[]  [System.Private.CoreLib.dll]
             88       780  MS.Internal.AutomationProxies.ToolbarItem  [UIAutomationClientsideProviders.dll]
             88       543  System.Windows.DependencyProperty  [WindowsBase.dll]
             88       329  System.Windows.ChildValueLookup[]  [PresentationFramework.dll]
             88       200  MS.Internal.AutomationProxies.WindowsScrollBarBits  [UIAutomationClientsideProviders.dll]
             88       120  WindowsStatusBarPane  [UIAutomationClientsideProviders.dll]
             88        69  System.Windows.Input.InputBinding  [PresentationCore.dll]
             88        61  System.Xaml.MS.Impl.XmlNsInfo  [System.Xaml.dll]
             88        54  ThreadSafeDictionary<System.String,System.Xaml.XamlMember>  [System.Xaml.dll]
             88        32  System.Reflection.RuntimeParameterInfo  [System.Private.CoreLib.dll]
             88        25  System.Windows.Condition  [PresentationFramework.dll]
             88        20  RebarBandItem  [UIAutomationClientsideProviders.dll]
             88        20  Entry<System.Windows.TriggerSourceRecord>[]  [PresentationFramework.dll]
             88        12  System.Windows.Media.StreamGeometry  [PresentationCore.dll]
             88        11  MS.Win32.HwndSubclass  [WindowsBase.dll]
             88         8  System.Diagnostics.Tracing.EtwEventProvider  [System.Private.CoreLib.dll]
             88         8  System.IO.UnmanagedMemoryStream  [System.Private.CoreLib.dll]
             88         7  MS.Internal.AppModel.ResourcePart  [PresentationFramework.dll]
             88         5  Microsoft.Extensions.DependencyInjection.ServiceLookup.FactoryCallSite  [Microsoft.Extensions.DependencyInjection.dll]
             88         3  ThreadSafeDictionary<System.Int32,System.Collections.Generic.IList<System.Xaml.XamlType>>  [System.Xaml.dll]
             88         2  MS.Internal.CleanupHelper  [WindowsBase.dll]
             88         2  System.Windows.Documents.TextTreeTextElementNode  [PresentationFramework.dll]
             88         1  System.Text.CodePageDataItem[]  [System.Private.CoreLib.dll]
             88         1  System.Windows.UncommonField<System.Windows.Controls.HierarchicalVirtualizationConstraints>  [WindowsBase.dll]
             88         1  MS.Internal.FontCache.UnicodeRange[]  [PresentationCore.dll]
             88         1  System.ComponentModel.WeakHashtable  [System.ComponentModel.TypeConverter.dll]
             88         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderCallSite  [Microsoft.Extensions.DependencyInjection.dll]
             88         1  System.Configuration.KeyValueInternalCollection  [System.Configuration.ConfigurationManager.dll]
             88         1  System.WeakReference<System.Diagnostics.Tracing.EventSource>[]  [System.Private.CoreLib.dll]
             88         1  System.Windows.Input.KeyboardNavigation  [PresentationFramework.dll]
             88         1  MS.Internal.Documents.UndoManager  [PresentationFramework.dll]
             88         1  WalkerEntry[]  [PresentationFramework.dll]
             88         1  LinkedSlotVolatile<System.Object>[]  [System.Private.CoreLib.dll]
             88         1  State  [System.Private.CoreLib.dll]
             88         1  MS.Internal.WeakObjectHashtable  [PresentationFramework.dll]
             88         1  System.Windows.Media.Animation.AnimationStorage  [PresentationCore.dll]
             80     1,420  MS.Internal.AutomationProxies.WindowsTabItem  [UIAutomationClientsideProviders.dll]
             80       387  System.Signature  [System.Private.CoreLib.dll]
             80       273  System.Windows.Media.DoubleCollection  [PresentationCore.dll]
             80       263  MS.Internal.Data.PropertyPathWorker  [PresentationFramework.dll]
             80       165  System.Reflection.AssemblyName  [System.Private.CoreLib.dll]
             80       139  System.Windows.Setter  [PresentationFramework.dll]
             80        89  System.Windows.Media.SolidColorBrush  [PresentationCore.dll]
             80        60  TitleBarButton  [UIAutomationClientsideProviders.dll]
             80        46  ReflectedTypeData  [System.ComponentModel.TypeConverter.dll]
             80        40  MS.Internal.AutomationProxies.WindowsTitleBar  [UIAutomationClientsideProviders.dll]
             80        40  SpinButtonItem  [UIAutomationClientsideProviders.dll]
             80        39  System.Windows.Automation.ControlType  [UIAutomationTypes.dll]
             80        34  System.Reflection.MethodBaseInvoker  [System.Private.CoreLib.dll]
             80        25  System.Windows.Media.RectangleGeometry  [PresentationCore.dll]
             80        23  ExtendedData  [PresentationFramework.dll]
             80        22  System.Windows.Baml2006.Baml2006ReaderFrame  [PresentationFramework.dll]
             80        21  UriInfo  [System.Private.Uri.dll]
             80        21  System.Collections.Generic.Dictionary<System.Int32,System.Type>  [System.Private.CoreLib.dll]
             80        20  StatusBarGrip  [UIAutomationClientsideProviders.dll]
             80        16  System.Collections.Generic.Dictionary<System.String,System.String>  [System.Private.CoreLib.dll]
             80        16  System.Windows.Media.TranslateTransform  [PresentationCore.dll]
             80        16  System.Windows.Media.TransformGroup  [PresentationCore.dll]
             80        12  System.Reflection.RuntimePropertyInfo[][]  [System.Private.CoreLib.dll]
             80        11  System.Buffers.AsciiCharSearchValues<System.Buffers.IndexOfAnyAsciiSearcher+Default>  [System.Private.CoreLib.dll]
             80         9  System.Windows.Threading.DispatcherTimer  [WindowsBase.dll]
             80         8  System.Collections.Generic.Dictionary<System.Int32,System.Windows.Baml2006.Baml6ConstructorInfo>  [System.Private.CoreLib.dll]
             80         7  System.Reflection.RuntimeFieldInfo[][]  [System.Private.CoreLib.dll]
             80         6  System.Reflection.RuntimeMethodInfo[][]  [System.Private.CoreLib.dll]
             80         6  System.Collections.Generic.Dictionary<System.String,System.Resources.ResourceSet>  [System.Private.CoreLib.dll]
             80         6  System.Collections.Generic.Dictionary<System.String,System.Resources.ResourceLocator>  [System.Private.CoreLib.dll]
             80         5  System.Windows.Media.Pen  [PresentationCore.dll]
             80         5  Microsoft.Extensions.DependencyInjection.ServiceLookup.ConstantCallSite  [Microsoft.Extensions.DependencyInjection.dll]
             80         4  System.Collections.Generic.Dictionary<System.String,System.Int16[]>  [System.Private.CoreLib.dll]
             80         4  System.Collections.Generic.Dictionary<System.Windows.Controls.ItemsControl+ItemInfo,System.Windows.Controls.ItemsControl+ItemInfo>  [System.Private.CoreLib.dll]
             80         3  System.TimeZoneInfo  [System.Private.CoreLib.dll]
             80         3  System.Collections.Generic.Dictionary<System.String,System.Boolean>  [System.Private.CoreLib.dll]
